match_id,team,player,pass_recipient,minute,second,period,location,pass_end_location,pass_length,pass_angle,pass_height,pass_type,pass_technique,pass_cross,pass_cut_back,pass_switch,pass_deflected,pass_outcome,pass_shot_assist,pass_goal_assist,pass_assisted_shot_id,under_pressure,play_pattern
3857289,Argentina,Rodrigo Javier De Paul,Guido Rodríguez,48,6,2,"[57.5, 41.3]","[47.4, 40.7]",10.117806,-3.0822566,Ground Pass,,,,,,,,,,,,From Keeper
3857289,Argentina,Guido Rodríguez,Lisandro Martínez,48,8,2,"[47.4, 40.7]","[56.7, 10.1]",31.982027,-1.2757456,Ground Pass,,,,,,,,,,,,From Keeper
3857289,Argentina,Lisandro Martínez,Guido Rodríguez,48,10,2,"[56.7, 10.1]","[46.9, 20.0]",13.930183,2.3511183,Ground Pass,,,,,,,,,,,,From Keeper
3857289,Argentina,Guido Rodríguez,Rodrigo Javier De Paul,48,13,2,"[46.9, 20.0]","[55.8, 31.9]",14.860013,0.92864114,Ground Pass,,,,,,,,,,,,From Keeper
3857289,Argentina,Rodrigo Javier De Paul,Nicolás Hernán Otamendi,48,14,2,"[55.8, 31.9]","[42.8, 51.7]",23.686283,2.1517732,Ground Pass,,,,,,,,,,,,From Keeper
3857289,Argentina,Nicolás Hernán Otamendi,Ángel Fabián Di María Hernández,48,20,2,"[50.5, 65.7]","[64.0, 77.1]",17.669466,0.7012599,Ground Pass,,,,,,,,,,,,From Keeper
3857289,Argentina,Ángel Fabián Di María Hernández,Nicolás Hernán Otamendi,48,25,2,"[51.1, 74.8]","[34.9, 68.1]",17.53083,-2.7494342,Ground Pass,,,,,,,,,,,,From Keeper
3857289,Argentina,Nicolás Hernán Otamendi,Guido Rodríguez,48,27,2,"[34.9, 68.1]","[27.4, 47.3]",22.110857,-1.9168625,Ground Pass,,,,,,,,,,,,From Keeper
3857289,Argentina,Guido Rodríguez,Lisandro Martínez,48,34,2,"[46.5, 37.6]","[55.9, 18.9]",20.929644,-1.1050119,Ground Pass,,,,,,,Incomplete,,,,,From Keeper
3857289,Argentina,Rodrigo Javier De Paul,Gonzalo Ariel Montiel,48,43,2,"[18.7, 54.2]","[34.9, 76.3]",27.401642,0.9382437,Ground Pass,,,,,,,,,,,,From Keeper
3857289,Argentina,Gonzalo Ariel Montiel,Rodrigo Javier De Paul,48,48,2,"[47.1, 77.1]","[44.6, 73.4]",4.4654226,-2.16501,Ground Pass,,,,,,,,,,,,From Keeper
3857289,Argentina,Rodrigo Javier De Paul,Lionel Andrés Messi Cuccittini,48,50,2,"[45.7, 71.0]","[52.3, 67.3]",7.566373,-0.51094955,Ground Pass,,,,,,,,,,,,From Keeper
3857289,Argentina,Lionel Andrés Messi Cuccittini,Alexis Mac Allister,48,55,2,"[63.5, 47.6]","[70.0, 22.6]",25.831182,-1.3164283,Ground Pass,,,,,,,,,,,,From Keeper
3857289,Argentina,Alexis Mac Allister,Marcos Javier Acuña,48,57,2,"[72.1, 21.4]","[75.0, 2.7]",18.92353,-1.4169416,Ground Pass,,,,,,,,,,,,From Keeper
3857289,Argentina,Marcos Javier Acuña,Lisandro Martínez,48,59,2,"[70.2, 5.2]","[55.3, 15.4]",18.056854,2.541302,Ground Pass,,,,,,,,,,,,From Keeper
3857289,Argentina,Lisandro Martínez,Guido Rodríguez,49,1,2,"[52.9, 16.4]","[45.7, 29.5]",14.948244,2.0733464,Ground Pass,,,,,,,,,,,,From Keeper
3857289,Argentina,Guido Rodríguez,Gonzalo Ariel Montiel,49,5,2,"[51.7, 43.2]","[57.3, 74.4]",31.69858,1.3932002,Ground Pass,,,,,,,,,,,,From Keeper
3857289,Argentina,Gonzalo Ariel Montiel,Ángel Fabián Di María Hernández,49,8,2,"[57.3, 74.4]","[72.7, 77.5]",15.708915,0.198644,Ground Pass,,,,,,,,,,,,From Keeper
3857289,Argentina,Ángel Fabián Di María Hernández,Rodrigo Javier De Paul,49,13,2,"[77.6, 74.4]","[73.1, 73.7]",4.554119,-2.987274,Ground Pass,,,,,,,,,,,,From Keeper
3857289,Argentina,Rodrigo Javier De Paul,Guido Rodríguez,49,15,2,"[71.2, 73.7]","[63.5, 50.3]",24.634325,-1.8886958,Ground Pass,,,,,,,,,,,,From Keeper
3857289,Argentina,Guido Rodríguez,Lionel Andrés Messi Cuccittini,49,16,2,"[63.5, 50.3]","[71.2, 53.4]",8.300602,0.3827435,Ground Pass,,,,,,,,,,,,From Keeper
3857289,Argentina,Lionel Andrés Messi Cuccittini,Guido Rodríguez,49,17,2,"[71.2, 53.4]","[63.1, 49.4]",9.033825,-2.6828954,Ground Pass,,,,,,,,,,,,From Keeper
3857289,Argentina,Guido Rodríguez,Alexis Mac Allister,49,20,2,"[63.1, 49.4]","[74.1, 44.4]",12.083046,-0.4266275,Ground Pass,,,,,,,,,,,,From Keeper
3857289,Argentina,Alexis Mac Allister,Lionel Andrés Messi Cuccittini,49,22,2,"[73.5, 44.2]","[81.9, 51.1]",10.870603,0.68767124,Ground Pass,,,,,,,,,,,True,From Keeper
3857289,Argentina,Marcos Javier Acuña,Lautaro Javier Martínez,51,34,2,"[45.5, 12.5]","[105.1, 35.9]",64.02905,0.37412596,Low Pass,Recovery,,,,,,Incomplete,,,,True,From Goal Kick
3857289,Argentina,Rodrigo Javier De Paul,Lisandro Martínez,52,4,2,"[42.8, 32.4]","[53.4, 14.3]",20.975462,-1.041006,Ground Pass,Free Kick,,,,,,,,,,,From Free Kick
3857289,Argentina,Lisandro Martínez,Guido Rodríguez,52,7,2,"[53.2, 14.1]","[38.2, 31.4]",22.897379,2.2851071,Ground Pass,,,,,,,,,,,,From Free Kick
3857289,Argentina,Guido Rodríguez,Nicolás Hernán Otamendi,52,9,2,"[31.7, 37.4]","[35.7, 72.0]",34.83045,1.4557003,Ground Pass,,,,,,,,,,,,From Free Kick
3857289,Argentina,Nicolás Hernán Otamendi,Gonzalo Ariel Montiel,52,11,2,"[40.4, 65.4]","[54.0, 75.0]",16.646921,0.61466295,Ground Pass,,,,,,,,,,,,From Free Kick
3857289,Argentina,Gonzalo Ariel Montiel,Nicolás Hernán Otamendi,52,17,2,"[51.1, 74.6]","[32.4, 67.3]",20.074362,-2.7694118,Ground Pass,,,,,,,,,,,,From Free Kick
3857289,Argentina,Nicolás Hernán Otamendi,Guido Rodríguez,52,19,2,"[32.4, 67.3]","[39.1, 41.7]",26.462236,-1.314819,Ground Pass,,,,,,,,,,,,From Free Kick
3857289,Argentina,Guido Rodríguez,Lisandro Martínez,52,21,2,"[39.4, 41.5]","[55.8, 8.5]",36.85051,-1.1095759,Ground Pass,,,,,,,,,,,,From Free Kick
3857289,Argentina,Lisandro Martínez,Guido Rodríguez,52,25,2,"[50.7, 8.7]","[41.3, 20.8]",15.3222065,2.231267,Ground Pass,,,,,,,,,,,,From Free Kick
3857289,Argentina,Guido Rodríguez,Gonzalo Ariel Montiel,52,29,2,"[47.6, 35.1]","[57.1, 75.4]",41.40459,1.3392907,Ground Pass,,,,,True,,,,,,,From Free Kick
3857289,Argentina,Gonzalo Ariel Montiel,Rodrigo Javier De Paul,52,33,2,"[62.3, 76.9]","[71.2, 78.1]",8.980535,0.1340232,Ground Pass,,,,,,,,,,,,From Free Kick
3857289,Argentina,Rodrigo Javier De Paul,Nicolás Hernán Otamendi,52,38,2,"[70.6, 71.0]","[53.6, 65.2]",17.962183,-2.8128,Ground Pass,,,,,,,,,,,,From Free Kick
3857289,Argentina,Nicolás Hernán Otamendi,Lisandro Martínez,52,40,2,"[55.6, 61.1]","[59.4, 18.6]",42.669544,-1.4816217,Ground Pass,,,,,True,,,,,,,From Free Kick
3857289,Argentina,Lisandro Martínez,Guido Rodríguez,52,44,2,"[62.5, 16.6]","[62.8, 31.6]",15.002999,1.550799,Ground Pass,,,,,,,,,,,,From Free Kick
3857289,Argentina,Guido Rodríguez,Rodrigo Javier De Paul,52,47,2,"[60.2, 39.6]","[66.0, 59.2]",20.440157,1.2830883,Ground Pass,,,,,,,,,,,,From Free Kick
3857289,Argentina,Rodrigo Javier De Paul,Ángel Fabián Di María Hernández,52,50,2,"[66.0, 59.2]","[80.0, 78.7]",24.005207,0.94812554,Ground Pass,,,,,,,,,,,,From Free Kick
3857289,Argentina,Ángel Fabián Di María Hernández,Alexis Mac Allister,52,56,2,"[96.4, 76.6]","[106.6, 42.5]",35.592834,-1.2801468,High Pass,,,True,,,,Incomplete,,,,,From Free Kick
3857289,Argentina,Guido Rodríguez,Gonzalo Ariel Montiel,53,40,2,"[34.6, 32.4]","[45.7, 40.7]",13.860014,0.64205813,Low Pass,Recovery,,,,,,,,,,,Regular Play
3857289,Argentina,Gonzalo Ariel Montiel,Lisandro Martínez,53,41,2,"[45.5, 39.1]","[36.8, 30.1]",12.517588,-2.339247,Low Pass,,,,,,,,,,,True,Regular Play
3857289,Argentina,Lisandro Martínez,Marcos Javier Acuña,53,43,2,"[36.8, 30.1]","[39.9, 12.3]",18.067928,-1.3983685,Ground Pass,,,,,,,,,,,,Regular Play
3857289,Argentina,Marcos Javier Acuña,Lautaro Javier Martínez,53,45,2,"[48.1, 5.0]","[60.6, 5.0]",12.5,0.0,Ground Pass,,,,,,,,,,,,Regular Play
3857289,Argentina,Lautaro Javier Martínez,Guido Rodríguez,53,54,2,"[51.5, 18.1]","[37.5, 28.5]",17.440184,2.5026786,Ground Pass,,,,,,,,,,,,Regular Play
3857289,Argentina,Guido Rodríguez,Nicolás Hernán Otamendi,53,57,2,"[37.5, 28.5]","[39.6, 57.9]",29.474905,1.4994888,Ground Pass,,,,,,,,,,,,Regular Play
3857289,Argentina,Nicolás Hernán Otamendi,Rodrigo Javier De Paul,54,1,2,"[39.4, 53.6]","[51.3, 48.8]",12.831601,-0.38340074,Ground Pass,,,,,,,,,,,,Regular Play
3857289,Argentina,Rodrigo Javier De Paul,Gonzalo Ariel Montiel,54,7,2,"[80.2, 66.5]","[104.1, 77.5]",26.309885,0.4313459,Ground Pass,,,,,,,Incomplete,,,,,Regular Play
3857289,Argentina,Nicolás Hernán Otamendi,Gonzalo Ariel Montiel,54,15,2,"[51.7, 70.4]","[60.4, 78.7]",12.024142,0.76187307,Low Pass,Recovery,,,,,,,,,,True,Regular Play
3857289,Argentina,Gonzalo Ariel Montiel,Lionel Andrés Messi Cuccittini,54,19,2,"[62.3, 77.9]","[55.9, 73.4]",7.823682,-2.5287724,Low Pass,,,,,,,,,,,True,Regular Play
3857289,Argentina,Lionel Andrés Messi Cuccittini,Nicolás Hernán Otamendi,54,21,2,"[55.9, 71.5]","[43.2, 64.2]",14.648549,-2.6199064,High Pass,,,,,,,,,,,,Regular Play
3857289,Argentina,Nicolás Hernán Otamendi,Lionel Andrés Messi Cuccittini,54,25,2,"[44.6, 65.4]","[56.9, 74.8]",15.480633,0.6525448,Ground Pass,,,,,,,,,,,,Regular Play
3857289,Argentina,Lionel Andrés Messi Cuccittini,Gonzalo Ariel Montiel,54,30,2,"[80.8, 77.5]","[92.4, 67.7]",15.185519,-0.70148355,Ground Pass,,,,,,,,,,,True,Regular Play
3857289,Argentina,Gonzalo Ariel Montiel,Rodrigo Javier De Paul,54,32,2,"[92.5, 67.5]","[86.7, 69.4]",6.1032777,2.8250234,Ground Pass,,,,,,,Incomplete,,,,,Regular Play
3857289,Argentina,Gonzalo Ariel Montiel,Guido Rodríguez,54,43,2,"[78.3, 80.0]","[69.8, 67.1]",15.448625,-2.153413,Low Pass,Throw-in,,,,,,,,,,,From Throw In
3857289,Argentina,Guido Rodríguez,Alexis Mac Allister,54,46,2,"[69.8, 67.1]","[80.5, 32.2]",36.503426,-1.2733045,Ground Pass,,,,,,,,,,,,From Throw In
3857289,Argentina,Alexis Mac Allister,Gonzalo Ariel Montiel,54,52,2,"[81.4, 39.6]","[76.0, 71.0]",31.860949,1.741105,Ground Pass,,,,,,,,,,,,From Throw In
3857289,Argentina,Gonzalo Ariel Montiel,Ángel Fabián Di María Hernández,54,55,2,"[82.2, 74.2]","[89.9, 77.9]",8.542833,0.4479421,Ground Pass,,,,,,,,,,,,From Throw In
3857289,Argentina,Ángel Fabián Di María Hernández,Lautaro Javier Martínez,55,1,2,"[113.6, 59.0]","[109.5, 41.3]",18.168653,-1.7984203,Ground Pass,,,True,,,,Incomplete,,,,,From Throw In
3857289,Argentina,Lionel Andrés Messi Cuccittini,Guido Rodríguez,55,6,2,"[92.4, 34.3]","[77.3, 42.5]",17.18284,2.6441038,High Pass,Recovery,,,,,,,,,,,From Throw In
3857289,Argentina,Guido Rodríguez,Lisandro Martínez,55,7,2,"[77.3, 42.5]","[83.1, 38.8]",6.87968,-0.56784403,Low Pass,,,,,,,Incomplete,,,,,From Throw In
3857289,Argentina,Marcos Javier Acuña,Nicolás Hernán Otamendi,55,18,2,"[30.3, 23.2]","[33.2, 38.2]",15.277761,1.3798192,Low Pass,Recovery,,,,,,,,,,,Regular Play
3857289,Argentina,Nicolás Hernán Otamendi,Lisandro Martínez,55,21,2,"[29.7, 42.6]","[38.2, 45.1]",8.860023,0.28605145,Ground Pass,,,,,,,,,,,True,Regular Play
3857289,Argentina,Lisandro Martínez,Marcos Javier Acuña,55,22,2,"[36.7, 45.3]","[19.5, 25.1]",26.530737,-2.276152,Ground Pass,,,,,,,,,,,,Regular Play
3857289,Argentina,Marcos Javier Acuña,Alexis Mac Allister,55,25,2,"[29.0, 20.8]","[50.9, 11.4]",23.83212,-0.40544274,Ground Pass,,,,,,,,,,,,Regular Play
3857289,Argentina,Alexis Mac Allister,Lionel Andrés Messi Cuccittini,55,33,2,"[85.6, 15.4]","[76.9, 28.0]",15.31176,2.1751018,Ground Pass,,,,,,,Incomplete,,,,,Regular Play
3857289,Argentina,Rodrigo Javier De Paul,Lionel Andrés Messi Cuccittini,55,49,2,"[72.0, 73.3]","[66.2, 68.5]",7.528612,-2.4502556,Ground Pass,,,,,,,,,,,,Regular Play
3857289,Argentina,Lionel Andrés Messi Cuccittini,Ángel Fabián Di María Hernández,55,53,2,"[80.8, 72.3]","[89.9, 77.7]",10.581588,0.5355573,Ground Pass,,,,,,,,,,,,Regular Play
3857289,Argentina,Ángel Fabián Di María Hernández,Rodrigo Javier De Paul,56,0,2,"[107.0, 74.8]","[96.4, 77.9]",11.044003,2.8570743,Ground Pass,,,,,,,,,,,,Regular Play
3857289,Argentina,Rodrigo Javier De Paul,Lionel Andrés Messi Cuccittini,56,1,2,"[96.4, 77.9]","[90.9, 72.1]",7.993122,-2.329652,Ground Pass,,,,,,,,,,,,Regular Play
3857289,Argentina,Lionel Andrés Messi Cuccittini,Guido Rodríguez,56,5,2,"[90.6, 71.3]","[82.2, 58.2]",15.561812,-2.1409755,Ground Pass,,,,,,,,,,,,Regular Play
3857289,Argentina,Guido Rodríguez,Marcos Javier Acuña,56,7,2,"[82.2, 58.2]","[88.3, 30.6]",28.266058,-1.3532785,Ground Pass,,,,,,,,,,,,Regular Play
3857289,Argentina,Marcos Javier Acuña,Guido Rodríguez,56,9,2,"[88.3, 30.6]","[77.7, 47.1]",19.611477,2.1418273,Ground Pass,,,,,,,,,,,,Regular Play
3857289,Argentina,Guido Rodríguez,Lionel Andrés Messi Cuccittini,56,13,2,"[77.7, 47.1]","[80.6, 55.1]",8.509406,1.2230294,Ground Pass,,,,,,,,,,,,Regular Play
3857289,Argentina,Lionel Andrés Messi Cuccittini,Lisandro Martínez,56,14,2,"[77.7, 52.6]","[77.1, 28.7]",23.90753,-1.5958956,Ground Pass,,,,,,,,,,,True,Regular Play
3857289,Argentina,Lisandro Martínez,Lionel Andrés Messi Cuccittini,56,18,2,"[80.8, 27.4]","[77.1, 39.3]",12.461942,1.8722451,Ground Pass,,,,,,,,,,,,Regular Play
3857289,Argentina,Lionel Andrés Messi Cuccittini,Marcos Javier Acuña,56,22,2,"[84.3, 34.1]","[120.0, 21.8]",37.759502,-0.33180046,High Pass,,,,,,,Out,,,,,Regular Play
3857289,Argentina,Lisandro Martínez,,57,32,2,"[37.8, 12.0]","[67.5, 15.0]",29.851131,0.100668654,High Pass,Recovery,,,,,,Incomplete,,,,,From Goal Kick
3857289,Argentina,Enzo Fernandez,Lautaro Javier Martínez,57,39,2,"[51.7, 24.1]","[65.6, 22.6]",13.980701,-0.10749768,Low Pass,Recovery,,,,,,Incomplete,,,,,From Goal Kick
3857289,Argentina,Nicolás Hernán Otamendi,Gonzalo Ariel Montiel,57,54,2,"[6.2, 78.1]","[1.6, 66.2]",12.758135,-1.9396584,Ground Pass,,,,,,,,,,,True,Regular Play
3857289,Argentina,Gonzalo Ariel Montiel,Nicolás Hernán Otamendi,57,55,2,"[1.7, 66.2]","[10.4, 76.2]",13.25481,0.85480523,Ground Pass,,,,,,,,,,,,Regular Play
3857289,Argentina,Nicolás Hernán Otamendi,Ángel Fabián Di María Hernández,57,58,2,"[16.8, 77.3]","[44.2, 77.5]",27.40073,0.0072991406,Ground Pass,,,,,,,,,,,,Regular Play
3857289,Argentina,Ángel Fabián Di María Hernández,Rodrigo Javier De Paul,57,59,2,"[44.4, 77.5]","[36.7, 80.0]",8.095678,2.8276544,Ground Pass,,,,,,,,,,,,Regular Play
3857289,Argentina,Rodrigo Javier De Paul,Lionel Andrés Messi Cuccittini,58,0,2,"[36.7, 80.0]","[43.0, 66.5]",14.897651,-1.1341692,Ground Pass,,,,,,,,,,,,Regular Play
3857289,Argentina,Lionel Andrés Messi Cuccittini,Alexis Mac Allister,58,6,2,"[44.2, 63.0]","[54.8, 40.5]",24.871872,-1.1305257,Ground Pass,,,,,,,,,,,,Regular Play
3857289,Argentina,Alexis Mac Allister,Lionel Andrés Messi Cuccittini,58,11,2,"[64.0, 25.1]","[68.6, 36.7]",12.478782,1.1932662,Ground Pass,,,,,,,,,,,,Regular Play
3857289,Argentina,Lionel Andrés Messi Cuccittini,Lautaro Javier Martínez,58,15,2,"[85.3, 37.4]","[95.1, 36.8]",9.81835,-0.061148163,Ground Pass,,,,,,,Incomplete,,,,,Regular Play
3857289,Argentina,Gonzalo Ariel Montiel,Rodrigo Javier De Paul,59,20,2,"[44.4, 77.9]","[69.4, 75.2]",25.145378,-0.10758301,Ground Pass,,,,,,,Incomplete,,,,,Regular Play
3857289,Argentina,Rodrigo Javier De Paul,Enzo Fernandez,59,29,2,"[79.7, 80.0]","[67.5, 70.4]",15.524175,-2.4748998,High Pass,Throw-in,,,,,,,,,,,From Throw In
3857289,Argentina,Enzo Fernandez,Lionel Andrés Messi Cuccittini,59,34,2,"[65.6, 66.2]","[61.7, 44.6]",21.949259,-1.7494273,Ground Pass,,,,,,,,,,,,From Throw In
3857289,Argentina,Lionel Andrés Messi Cuccittini,Enzo Fernandez,59,38,2,"[61.9, 46.8]","[69.1, 54.4]",10.469002,0.81241864,Ground Pass,,,,,,,,,,,,From Throw In
3857289,Argentina,Enzo Fernandez,Gonzalo Ariel Montiel,59,40,2,"[70.6, 57.5]","[75.2, 75.4]",18.481613,1.3192561,Ground Pass,,,,,,,,,,,,From Throw In
3857289,Argentina,Gonzalo Ariel Montiel,Rodrigo Javier De Paul,59,42,2,"[75.2, 75.4]","[78.9, 74.1]",3.9217343,-0.3378782,Ground Pass,,,,,,,,,,,,From Throw In
3857289,Argentina,Rodrigo Javier De Paul,Enzo Fernandez,59,44,2,"[84.1, 75.6]","[81.2, 69.2]",7.0263786,-1.996246,Ground Pass,,,,,,,,,,,,From Throw In
3857289,Argentina,Enzo Fernandez,Rodrigo Javier De Paul,59,46,2,"[81.2, 69.2]","[84.1, 75.8]",7.209022,1.1567973,Ground Pass,,,,,,,,,,,,From Throw In
3857289,Argentina,Rodrigo Javier De Paul,Nicolás Hernán Otamendi,59,48,2,"[83.5, 76.2]","[63.5, 64.2]",23.323807,-2.6011732,Ground Pass,,,,,,,,,,,,From Throw In
3857289,Argentina,Nicolás Hernán Otamendi,Lisandro Martínez,59,50,2,"[63.3, 62.8]","[68.6, 30.6]",32.633266,-1.4076627,Ground Pass,,,,,,,,,,,,From Throw In
3857289,Argentina,Lisandro Martínez,Enzo Fernandez,59,54,2,"[75.8, 27.0]","[76.2, 50.0]",23.003477,1.5534068,Ground Pass,,,,,,,,,,,,From Throw In
3857289,Argentina,Enzo Fernandez,Rodrigo Javier De Paul,59,58,2,"[79.8, 54.8]","[83.3, 67.5]",13.173458,1.3018812,Ground Pass,,,,,,,,,,,,From Throw In
3857289,Argentina,Rodrigo Javier De Paul,Gonzalo Ariel Montiel,60,0,2,"[90.9, 71.5]","[104.5, 76.6]",14.524806,0.35877067,Ground Pass,,,,,,,,,,,,From Throw In
3857289,Argentina,Gonzalo Ariel Montiel,Rodrigo Javier De Paul,60,3,2,"[103.6, 76.8]","[93.8, 75.8]",9.850888,-3.0399039,Ground Pass,,,,,,,,,,,,From Throw In
3857289,Argentina,Rodrigo Javier De Paul,Enzo Fernandez,60,6,2,"[93.1, 75.8]","[81.0, 72.7]",12.490797,-2.8907888,Ground Pass,,,,,,,,,,,,From Throw In
3857289,Argentina,Enzo Fernandez,Nicolás Hernán Otamendi,60,8,2,"[81.0, 72.7]","[75.0, 51.1]",22.41785,-1.8417432,Ground Pass,,,,,,,,,,,,From Throw In
3857289,Argentina,Nicolás Hernán Otamendi,Lisandro Martínez,60,10,2,"[75.0, 45.1]","[78.5, 33.0]",12.596031,-1.2892251,Ground Pass,,,,,,,,,,,,From Throw In
3857289,Argentina,Lisandro Martínez,Nicolás Hernán Otamendi,60,13,2,"[76.4, 34.8]","[70.6, 46.7]",13.238202,2.0243092,Ground Pass,,,,,,,,,,,,From Throw In
3857289,Argentina,Nicolás Hernán Otamendi,Gonzalo Ariel Montiel,60,15,2,"[70.6, 46.7]","[95.9, 76.3]",38.939056,0.8635628,Ground Pass,,,,,,,,,,,,From Throw In
3857289,Argentina,Gonzalo Ariel Montiel,Enzo Fernandez,60,19,2,"[94.9, 75.6]","[83.9, 75.6]",11.0,3.1415927,Ground Pass,,,,,,,,,,,,From Throw In
3857289,Argentina,Enzo Fernandez,Lautaro Javier Martínez,60,23,2,"[86.6, 72.7]","[107.4, 44.6]",34.960693,-0.933588,High Pass,,,True,,,,Incomplete,,,,,From Throw In
3857289,Argentina,Lionel Andrés Messi Cuccittini,Nicolás Hernán Otamendi,60,25,2,"[93.9, 47.8]","[76.4, 53.4]",18.374166,2.8318896,High Pass,Recovery,,,,,,,,,,True,From Throw In
3857289,Argentina,Nicolás Hernán Otamendi,Enzo Fernandez,60,27,2,"[76.4, 53.0]","[81.8, 64.8]",12.976903,1.1416178,Ground Pass,,,,,,,,,,,,From Throw In
3857289,Argentina,Enzo Fernandez,Rodrigo Javier De Paul,60,29,2,"[81.6, 64.6]","[84.5, 75.8]",11.569356,1.3174322,Ground Pass,,,,,,,,,,,,From Throw In
3857289,Argentina,Rodrigo Javier De Paul,Gonzalo Ariel Montiel,60,30,2,"[85.4, 75.4]","[87.5, 66.7]",8.949861,-1.3339475,Ground Pass,,,,,,,,,,,True,From Throw In
3857289,Argentina,Gonzalo Ariel Montiel,Enzo Fernandez,60,31,2,"[86.4, 66.5]","[76.6, 69.1]",10.139033,2.8822608,Ground Pass,,,,,,,,,,,True,From Throw In
3857289,Argentina,Enzo Fernandez,Lisandro Martínez,60,33,2,"[76.6, 69.1]","[70.6, 36.2]",33.44264,-1.7511847,Ground Pass,,,,,,,,,,,,From Throw In
