match_id,team,player,pass_recipient,minute,second,period,location,pass_end_location,pass_length,pass_angle,pass_height,pass_type,pass_cross,pass_switch,pass_deflected,pass_outcome,pass_shot_assist,pass_goal_assist,pass_assisted_shot_id,under_pressure,play_pattern
7580,France,Paul Pogba,,60,39,2,"[75.0, 68.0]","[120.0, 63.0]",45.276924,-0.11065722,High Pass,,,,,Out,,,,,Regular Play
7580,France,N''Golo Kanté,Raphaël Varane,62,33,2,"[23.0, 27.0]","[29.0, 62.0]",35.510563,1.401018,Ground Pass,,,,,,,,,,Regular Play
7580,France,Raphaël Varane,Paul Pogba,62,40,2,"[54.0, 67.0]","[54.0, 56.0]",11.0,-1.5707964,Ground Pass,,,,,,,,,True,Regular Play
7580,France,Paul Pogba,Raphaël Varane,62,42,2,"[53.0, 56.0]","[55.0, 69.0]",13.152946,1.418147,Ground Pass,,,,,,,,,,Regular Play
7580,France,Raphaël Varane,Benjamin Pavard,62,44,2,"[56.0, 69.0]","[65.0, 78.0]",12.727922,0.7853982,Ground Pass,,,,,,,,,,Regular Play
7580,France,Benjamin Pavard,Raphaël Varane,62,47,2,"[65.0, 78.0]","[55.0, 75.0]",10.440307,-2.8501358,Ground Pass,,,,,,,,,True,Regular Play
7580,France,Raphaël Varane,Samuel Yves Umtiti,62,50,2,"[53.0, 71.0]","[48.0, 27.0]",44.28318,-1.6839473,Ground Pass,,,True,,,,,,,Regular Play
7580,France,Samuel Yves Umtiti,Paul Pogba,62,58,2,"[67.0, 16.0]","[71.0, 32.0]",16.492422,1.3258177,Ground Pass,,,,,,,,,,Regular Play
7580,France,Paul Pogba,Lucas Hernández Pi,63,0,2,"[76.0, 38.0]","[99.0, 5.0]",40.22437,-0.962107,Low Pass,,,,,,,,,,Regular Play
7580,France,Lucas Hernández Pi,Blaise Matuidi,63,4,2,"[110.0, 5.0]","[107.0, 35.0]",30.149628,1.670465,High Pass,,True,,,,True,,ebaf26f4-5246-4fee-95c8-34e14e344c58,,Regular Play
7580,France,Samuel Yves Umtiti,,66,24,2,"[2.0, 21.0]","[8.0, 1.0]",20.880613,-1.2793396,Low Pass,,,,,Out,,,,,From Free Kick
7580,France,Samuel Yves Umtiti,Hugo Lloris,67,35,2,"[14.0, 17.0]","[5.0, 39.0]",23.769728,1.959115,Ground Pass,,,,,,,,,,Regular Play
7580,France,Hugo Lloris,N''Golo Kanté,67,37,2,"[6.0, 39.0]","[22.0, 33.0]",17.088007,-0.35877067,Ground Pass,,,,,,,,,True,Regular Play
7580,France,N''Golo Kanté,Olivier Giroud,67,42,2,"[34.0, 26.0]","[57.0, 33.0]",24.04163,0.29544082,Ground Pass,,,,,,,,,True,Regular Play
7580,France,Olivier Giroud,Blaise Matuidi,67,43,2,"[59.0, 32.0]","[63.0, 21.0]",11.7046995,-1.2220253,Ground Pass,,,,,,,,,,Regular Play
7580,France,Blaise Matuidi,Olivier Giroud,67,45,2,"[65.0, 25.0]","[86.0, 44.0]",28.319605,0.7354398,Ground Pass,,,,,,,,,,Regular Play
7580,France,Olivier Giroud,Kylian Mbappé Lottin,67,47,2,"[90.0, 47.0]","[105.0, 53.0]",16.155495,0.38050637,Ground Pass,,,,,,,True,17c51533-19cf-48fd-a711-5f033dcb0d9a,,Regular Play
7580,France,Kylian Mbappé Lottin,N''Golo Kanté,69,8,2,"[29.0, 70.0]","[29.0, 67.0]",3.0,-1.5707964,Ground Pass,,,,,Incomplete,,,,,Regular Play
7580,France,Lucas Hernández Pi,Samuel Yves Umtiti,69,39,2,"[12.0, 24.0]","[4.0, 26.0]",8.246211,2.896614,Ground Pass,,,,,,,,,,Regular Play
7580,France,Samuel Yves Umtiti,Olivier Giroud,69,41,2,"[6.0, 26.0]","[37.0, 32.0]",31.575306,0.19118446,High Pass,,,,,,,,,,Regular Play
7580,France,Olivier Giroud,Kylian Mbappé Lottin,69,43,2,"[37.0, 31.0]","[33.0, 52.0]",21.377558,1.7590178,High Pass,,,,,,,,,True,Regular Play
7580,France,Kylian Mbappé Lottin,Paul Pogba,69,45,2,"[34.0, 51.0]","[41.0, 50.0]",7.071068,-0.14189705,High Pass,,,,,,,,,,Regular Play
7580,France,Paul Pogba,Olivier Giroud,69,53,2,"[89.0, 57.0]","[104.0, 26.0]",34.43835,-1.120135,Low Pass,,,,,,True,,5a2dcda3-0bda-4209-a4e2-5217c28c2443,,Regular Play
7580,France,Paul Pogba,Blaise Matuidi,70,21,2,"[53.0, 65.0]","[59.0, 61.0]",7.2111025,-0.5880026,Low Pass,Recovery,,,,,,,,,Regular Play
7580,France,Blaise Matuidi,Kylian Mbappé Lottin,70,23,2,"[59.0, 70.0]","[58.0, 77.0]",7.071068,1.7126933,Ground Pass,,,,,,,,,,Regular Play
7580,France,Kylian Mbappé Lottin,Blaise Matuidi,70,25,2,"[62.0, 78.0]","[68.0, 74.0]",7.2111025,-0.5880026,Ground Pass,,,,,,,,,True,Regular Play
7580,France,Blaise Matuidi,Kylian Mbappé Lottin,70,27,2,"[69.0, 78.0]","[63.0, 78.0]",6.0,3.1415927,Ground Pass,,,,,,,,,,Regular Play
7580,France,Kylian Mbappé Lottin,Antoine Griezmann,70,27,2,"[62.0, 78.0]","[67.0, 68.0]",11.18034,-1.1071488,Ground Pass,,,,,,,,,,Regular Play
7580,France,Antoine Griezmann,,70,34,2,"[72.0, 34.0]","[65.0, 27.0]",9.899495,-2.3561945,Ground Pass,,,,,Unknown,,,,,Regular Play
7580,France,Samuel Yves Umtiti,Blaise Matuidi,70,38,2,"[59.0, 27.0]","[75.0, 37.0]",18.867962,0.5585993,Ground Pass,,,,,,,,,,Regular Play
7580,France,Blaise Matuidi,Paul Pogba,70,40,2,"[75.0, 38.0]","[72.0, 56.0]",18.248287,1.735945,Ground Pass,,,,,,,,,,Regular Play
7580,France,Paul Pogba,Antoine Griezmann,70,45,2,"[77.0, 54.0]","[81.0, 40.0]",14.56022,-1.2924967,Ground Pass,,,,,,,,,,Regular Play
7580,France,Antoine Griezmann,Paul Pogba,70,45,2,"[80.0, 40.0]","[75.0, 47.0]",8.602325,2.1910458,Ground Pass,,,,,,,,,,Regular Play
7580,France,Paul Pogba,N''Golo Kanté,70,46,2,"[75.0, 46.0]","[65.0, 35.0]",14.866069,-2.3086114,Ground Pass,,,,,,,,,,Regular Play
7580,France,N''Golo Kanté,Lucas Hernández Pi,70,48,2,"[65.0, 33.0]","[65.0, 19.0]",14.0,-1.5707964,Ground Pass,,,,,,,,,,Regular Play
7580,France,Lucas Hernández Pi,Samuel Yves Umtiti,70,49,2,"[64.0, 18.0]","[54.0, 23.0]",11.18034,2.6779451,Ground Pass,,,,,,,,,,Regular Play
7580,France,Samuel Yves Umtiti,Hugo Lloris,70,52,2,"[53.0, 22.0]","[16.0, 35.0]",39.217342,2.8037145,Ground Pass,,,,,,,,,True,Regular Play
7580,France,Hugo Lloris,Olivier Giroud,70,58,2,"[16.0, 34.0]","[70.0, 50.0]",56.32051,0.28805545,High Pass,,,,,,,,,,Regular Play
7580,France,Olivier Giroud,Antoine Griezmann,71,1,2,"[72.0, 47.0]","[76.0, 41.0]",7.2111025,-0.98279375,High Pass,,,,,,,,,,Regular Play
7580,France,Paul Pogba,Samuel Yves Umtiti,71,32,2,"[74.0, 40.0]","[57.0, 30.0]",19.723083,-2.6098685,Ground Pass,Free Kick,,,,,,,,,From Free Kick
7580,France,Samuel Yves Umtiti,Lucas Hernández Pi,71,38,2,"[60.0, 28.0]","[63.0, 20.0]",8.5440035,-1.2120256,Ground Pass,,,,,,,,,True,From Free Kick
7580,France,Lucas Hernández Pi,Paul Pogba,71,40,2,"[62.0, 20.0]","[75.0, 38.0]",22.203604,0.9453113,High Pass,,,,,Incomplete,,,,,From Free Kick
7580,France,N''Golo Kanté,Kylian Mbappé Lottin,72,51,2,"[80.0, 62.0]","[100.0, 28.0]",39.446167,-1.0390723,High Pass,,,,,,,,,,From Free Kick
7580,France,Kylian Mbappé Lottin,Antoine Griezmann,72,53,2,"[99.0, 29.0]","[117.0, 35.0]",18.973665,0.32175055,Low Pass,,,,,Incomplete,,,,,From Free Kick
7580,France,Kylian Mbappé Lottin,Blaise Matuidi,73,16,2,"[58.0, 49.0]","[56.0, 35.0]",14.142136,-1.7126933,Ground Pass,,,,,,,,,,Regular Play
7580,France,Blaise Matuidi,Antoine Griezmann,73,19,2,"[62.0, 28.0]","[70.0, 21.0]",10.630146,-0.71883,Ground Pass,,,,,,,,,,Regular Play
7580,France,Antoine Griezmann,Blaise Matuidi,73,21,2,"[70.0, 22.0]","[64.0, 26.0]",7.2111025,2.55359,Ground Pass,,,,,,,,,,Regular Play
7580,France,Blaise Matuidi,Kylian Mbappé Lottin,73,23,2,"[62.0, 26.0]","[71.0, 31.0]",10.29563,0.5070985,Ground Pass,,,,,,,,,,Regular Play
7580,France,Samuel Yves Umtiti,Blaise Matuidi,73,35,2,"[31.0, 27.0]","[46.0, 6.0]",25.806976,-0.95054686,Low Pass,Interception,,,,,,,,,Regular Play
7580,France,Blaise Matuidi,N''Golo Kanté,73,39,2,"[54.0, 3.0]","[48.0, 14.0]",12.529964,2.070143,Ground Pass,,,,,,,,,,Regular Play
7580,France,N''Golo Kanté,Raphaël Varane,73,41,2,"[39.0, 21.0]","[28.0, 54.0]",34.785053,1.8925469,Ground Pass,,,,,,,,,,Regular Play
7580,France,Raphaël Varane,N''Golo Kanté,73,46,2,"[31.0, 54.0]","[34.0, 42.0]",12.369317,-1.3258177,Ground Pass,,,,,,,,,,Regular Play
7580,France,N''Golo Kanté,Samuel Yves Umtiti,73,48,2,"[34.0, 40.0]","[27.0, 26.0]",15.652476,-2.0344439,Ground Pass,,,,,,,,,,Regular Play
7580,France,Samuel Yves Umtiti,Blaise Matuidi,73,50,2,"[28.0, 25.0]","[53.0, 30.0]",25.495098,0.19739556,Ground Pass,,,,,,,,,,Regular Play
7580,France,Blaise Matuidi,Paul Pogba,73,52,2,"[54.0, 30.0]","[47.0, 41.0]",13.038404,2.1375256,Ground Pass,,,,,,,,,,Regular Play
7580,France,Paul Pogba,Benjamin Pavard,73,55,2,"[49.0, 40.0]","[73.0, 69.0]",37.64306,0.8794594,High Pass,,,,,Incomplete,,,,,Regular Play
7580,France,Hugo Lloris,Samuel Yves Umtiti,74,10,2,"[9.0, 40.0]","[22.0, 28.0]",17.691807,-0.7454195,Ground Pass,,,,,,,,,,Regular Play
7580,France,Samuel Yves Umtiti,Antoine Griezmann,74,13,2,"[17.0, 21.0]","[53.0, 13.0]",36.878178,-0.21866895,High Pass,,,,,Incomplete,,,,,Regular Play
7580,France,Lucas Hernández Pi,Antoine Griezmann,74,18,2,"[32.0, 11.0]","[42.0, 5.0]",11.661903,-0.5404195,Low Pass,Interception,,,,,,,,,Regular Play
7580,France,N''Golo Kanté,Paul Pogba,75,7,2,"[65.0, 28.0]","[68.0, 46.0]",18.248287,1.4056476,High Pass,Recovery,,,,,,,,,Regular Play
7580,France,Kylian Mbappé Lottin,Antoine Griezmann,76,13,2,"[46.0, 63.0]","[55.0, 71.0]",12.0415945,0.7266424,Ground Pass,,,,,,,,,,Regular Play
7580,France,Antoine Griezmann,Benjamin Pavard,76,20,2,"[81.0, 74.0]","[53.0, 77.0]",28.160255,3.034857,Ground Pass,,,,,,,,,,Regular Play
7580,France,Benjamin Pavard,Hugo Lloris,76,24,2,"[49.0, 76.0]","[15.0, 61.0]",37.161808,-2.7261004,Ground Pass,,,,,,,,,,Regular Play
7580,France,Hugo Lloris,Paul Pogba,76,28,2,"[16.0, 60.0]","[57.0, 74.0]",43.32436,0.3290497,High Pass,,,,,,,,,,Regular Play
7580,France,Paul Pogba,Benjamin Pavard,76,32,2,"[56.0, 74.0]","[58.0, 78.0]",4.472136,1.1071488,Ground Pass,,,,,,,,,,Regular Play
7580,France,Antoine Griezmann,Olivier Giroud,77,13,2,"[89.0, 61.0]","[108.0, 36.0]",31.400637,-0.92092586,High Pass,Free Kick,,,,Incomplete,,,,,From Free Kick
7580,France,Corentin Tolisso,N''Golo Kanté,77,20,2,"[95.0, 13.0]","[86.0, 24.0]",14.21267,2.2565258,Ground Pass,,,,,,,,,,From Free Kick
7580,France,N''Golo Kanté,Corentin Tolisso,77,22,2,"[87.0, 20.0]","[88.0, 5.0]",15.033297,-1.5042281,Ground Pass,,,,,,,,,,From Free Kick
7580,France,Corentin Tolisso,N''Golo Kanté,77,23,2,"[90.0, 5.0]","[85.0, 13.0]",9.433981,2.1293957,Ground Pass,,,,,,,,,,From Free Kick
7580,France,N''Golo Kanté,Lucas Hernández Pi,77,25,2,"[83.0, 12.0]","[75.0, 21.0]",12.0415945,2.2974386,Ground Pass,,,,,,,,,,From Free Kick
7580,France,Lucas Hernández Pi,N''Golo Kanté,77,28,2,"[74.0, 19.0]","[81.0, 4.0]",16.552946,-1.1341692,Ground Pass,,,,,,,,,,From Free Kick
7580,France,N''Golo Kanté,Samuel Yves Umtiti,77,30,2,"[73.0, 3.0]","[56.0, 29.0]",31.06445,2.1498706,Ground Pass,,,,,,,,,,From Free Kick
7580,France,Samuel Yves Umtiti,Antoine Griezmann,77,34,2,"[56.0, 26.0]","[103.0, 27.0]",47.010635,0.021273386,High Pass,,,,,Incomplete,,,,,From Free Kick
7580,France,Hugo Lloris,Olivier Giroud,78,30,2,"[6.0, 44.0]","[68.0, 70.0]",67.23094,0.39707944,High Pass,Goal Kick,,,,,,,,,From Goal Kick
7580,France,Olivier Giroud,,78,34,2,"[68.0, 70.0]","[84.0, 80.0]",18.867962,0.5585993,High Pass,,,,,Out,,,,,From Goal Kick
7580,France,Corentin Tolisso,N''Golo Kanté,79,7,2,"[16.0, 13.0]","[22.0, 18.0]",7.81025,0.69473827,Ground Pass,,,,,,,,,,Regular Play
7580,France,N''Golo Kanté,Corentin Tolisso,79,9,2,"[24.0, 17.0]","[31.0, 4.0]",14.764823,-1.076855,Ground Pass,,,,,,,,,,Regular Play
7580,France,Hugo Lloris,Olivier Giroud,80,1,2,"[18.0, 29.0]","[88.0, 19.0]",70.71068,-0.14189705,High Pass,,,,,Incomplete,,,,,From Throw In
7580,France,Paul Pogba,Kylian Mbappé Lottin,80,51,2,"[43.0, 39.0]","[74.0, 76.0]",48.270073,0.8734055,Ground Pass,,,,,Incomplete,,,,,From Free Kick
7580,France,Paul Pogba,Kylian Mbappé Lottin,81,21,2,"[37.0, 52.0]","[41.0, 66.0]",14.56022,1.2924967,Ground Pass,,,,,,,,,True,Regular Play
7580,France,Kylian Mbappé Lottin,Antoine Griezmann,81,23,2,"[40.0, 61.0]","[42.0, 50.0]",11.18034,-1.3909428,Ground Pass,,,,,,,,,,Regular Play
7580,France,Antoine Griezmann,Corentin Tolisso,81,25,2,"[41.0, 51.0]","[39.0, 38.0]",13.152946,-1.7234457,Ground Pass,,,,,,,,,,Regular Play
7580,France,Corentin Tolisso,N''Golo Kanté,81,26,2,"[38.0, 38.0]","[36.0, 46.0]",8.246211,1.815775,Ground Pass,,,,,,,,,,Regular Play
7580,France,N''Golo Kanté,Samuel Yves Umtiti,81,27,2,"[35.0, 47.0]","[26.0, 34.0]",15.811388,-2.176341,Ground Pass,,,,,,,,,,Regular Play
7580,France,Samuel Yves Umtiti,N''Golo Kanté,81,31,2,"[35.0, 24.0]","[34.0, 40.0]",16.03122,1.6332152,Ground Pass,,,,,,,,,True,Regular Play
7580,France,N''Golo Kanté,Corentin Tolisso,81,32,2,"[33.0, 40.0]","[39.0, 33.0]",9.219544,-0.86217004,Ground Pass,,,,,,,,,True,Regular Play
7580,France,Corentin Tolisso,Samuel Yves Umtiti,81,33,2,"[40.0, 33.0]","[32.0, 25.0]",11.313708,-2.3561945,Ground Pass,,,,,,,,,,Regular Play
7580,France,Samuel Yves Umtiti,N''Golo Kanté,81,35,2,"[34.0, 21.0]","[34.0, 31.0]",10.0,1.5707964,Ground Pass,,,,,,,,,,Regular Play
7580,France,N''Golo Kanté,Lucas Hernández Pi,81,37,2,"[32.0, 32.0]","[53.0, 5.0]",34.20526,-0.90975314,Ground Pass,,,,,,,,,,Regular Play
7580,France,Lucas Hernández Pi,Corentin Tolisso,81,38,2,"[53.0, 5.0]","[56.0, 14.0]",9.486833,1.2490457,Ground Pass,,,,,,,,,,Regular Play
7580,France,Corentin Tolisso,Antoine Griezmann,81,40,2,"[64.0, 11.0]","[65.0, 25.0]",14.035668,1.4994888,Ground Pass,,,,,Incomplete,,,,,Regular Play
7580,France,Benjamin Pavard,Olivier Giroud,83,23,2,"[10.0, 77.0]","[55.0, 69.0]",45.705578,-0.17593962,High Pass,,,,,,,,,,Regular Play
7580,France,Olivier Giroud,Nabil Fekir,83,26,2,"[54.0, 69.0]","[53.0, 41.0]",28.01785,-1.6064954,High Pass,,,,,Incomplete,,,,,Regular Play
7580,France,Paul Pogba,Kylian Mbappé Lottin,84,36,2,"[48.0, 77.0]","[54.0, 74.0]",6.708204,-0.4636476,Low Pass,,,,,,,,,,Regular Play
7580,France,Kylian Mbappé Lottin,Paul Pogba,84,37,2,"[56.0, 73.0]","[48.0, 77.0]",8.944272,2.6779451,Low Pass,,,,,,,,,,Regular Play
7580,France,Paul Pogba,Nabil Fekir,84,38,2,"[48.0, 75.0]","[76.0, 76.0]",28.01785,0.035699114,Ground Pass,,,,,,,,,,Regular Play
7580,France,N''Golo Kanté,Olivier Giroud,85,8,2,"[46.0, 41.0]","[54.0, 36.0]",9.433981,-0.5585993,Low Pass,Interception,,,,,,,,,Regular Play
7580,France,Olivier Giroud,Corentin Tolisso,85,10,2,"[53.0, 36.0]","[39.0, 31.0]",14.866069,-2.7985687,Low Pass,,,,,,,,,,Regular Play
7580,France,Corentin Tolisso,Nabil Fekir,85,11,2,"[39.0, 32.0]","[93.0, 37.0]",54.230988,0.09232934,High Pass,,,,,Incomplete,,,,True,Regular Play
7580,France,Hugo Lloris,Paul Pogba,87,12,2,"[7.0, 43.0]","[71.0, 62.0]",66.760765,0.28858736,High Pass,Goal Kick,,,,Incomplete,,,,,From Goal Kick
7580,France,Corentin Tolisso,Paul Pogba,87,20,2,"[67.0, 58.0]","[68.0, 63.0]",5.0990195,1.3734008,High Pass,Recovery,,,,Incomplete,,,,,From Goal Kick
7580,France,Paul Pogba,Benjamin Pavard,87,25,2,"[59.0, 61.0]","[33.0, 71.0]",27.856777,2.7744188,High Pass,Interception,,,,,,,,,From Goal Kick
7580,France,Benjamin Pavard,Hugo Lloris,87,28,2,"[32.0, 71.0]","[9.0, 54.0]",28.600698,-2.5050845,Ground Pass,,,,,,,,,,From Goal Kick
7580,France,Hugo Lloris,Olivier Giroud,87,32,2,"[8.0, 46.0]","[73.0, 49.0]",65.06919,0.046121117,High Pass,,,,,Incomplete,,,,,From Goal Kick
7580,France,Nabil Fekir,Florian Thauvin,88,32,2,"[14.0, 71.0]","[23.0, 78.0]",11.401754,0.66104317,Ground Pass,,,,,,,,,,Regular Play
7580,France,Florian Thauvin,Benjamin Pavard,88,33,2,"[21.0, 78.0]","[7.0, 76.0]",14.142136,-2.9996955,Ground Pass,,,,,,,,,,Regular Play
7580,France,Benjamin Pavard,Nabil Fekir,88,34,2,"[8.0, 77.0]","[49.0, 73.0]",41.19466,-0.097253196,High Pass,,,,,Incomplete,,,,,Regular Play
7580,France,Paul Pogba,Olivier Giroud,88,39,2,"[36.0, 67.0]","[54.0, 56.0]",21.095022,-0.5485494,High Pass,Recovery,,,,Incomplete,,,,,Regular Play
7580,France,Hugo Lloris,Olivier Giroud,89,47,2,"[5.0, 12.0]","[69.0, 20.0]",64.49806,0.124354996,High Pass,Free Kick,,,,Unknown,,,,,From Free Kick
7580,France,Hugo Lloris,Nabil Fekir,91,1,2,"[15.0, 15.0]","[72.0, 25.0]",57.870544,0.1736712,High Pass,Free Kick,,,,,,,,,From Free Kick
7580,France,Nabil Fekir,,91,4,2,"[73.0, 26.0]","[110.0, 17.0]",38.078865,-0.23860933,High Pass,,,,,Incomplete,,,,,From Free Kick
7580,France,Corentin Tolisso,Nabil Fekir,91,13,2,"[68.0, 25.0]","[82.0, 27.0]",14.142136,0.14189705,High Pass,Recovery,,,,Incomplete,,,,,From Free Kick
7580,France,Nabil Fekir,,91,15,2,"[79.0, 26.0]","[77.0, 27.0]",2.236068,2.6779451,Low Pass,Interception,,,,Incomplete,,,,,From Free Kick
7580,France,Hugo Lloris,Paul Pogba,92,29,2,"[8.0, 42.0]","[63.0, 44.0]",55.03635,0.03634762,High Pass,,,,,Incomplete,,,,True,Regular Play
7580,France,Corentin Tolisso,Paul Pogba,92,33,2,"[47.0, 41.0]","[56.0, 45.0]",9.848858,0.41822433,High Pass,Recovery,,,,,,,,,Regular Play
7580,France,Paul Pogba,Nabil Fekir,92,35,2,"[59.0, 43.0]","[63.0, 44.0]",4.1231055,0.24497867,High Pass,,,,,Incomplete,,,,True,Regular Play
7580,France,Samuel Yves Umtiti,Olivier Giroud,94,12,2,"[67.0, 27.0]","[109.0, 21.0]",42.426407,-0.14189705,High Pass,Free Kick,,,,,,,,,From Free Kick
